Rank,Symbol,Ratio,Volume,Market Cap
444,NFT,7.127444253335912,552152066.6627098,77468451.10774201
422,POND,6.581321286867495,568690992.3093694,86409851.08023024
118,SRM,4.043834933448203,2458645675.25135,607998525.091836
463,QC,3.0157098739509958,212362181.8557494,70418637.97644621
229,IDEX,2.6280415831730344,1076458357.3167589,409604765.84889835
428,SUPER,1.9262309714870862,161317848.16587573,83747925.64016108
355,HEGIC,1.5979155842807966,192189037.68715206,120274837.78102967
328,LDO,1.505890068991263,210998933.21277854,140115761.14192617
394,DIA,1.4496759536907702,136316409.43701467,94032331.2185478
276,JST,1.271929653118875,236503813.47542742,185940954.27801436
5,USDT,1.1654620516488496,79641963249.75203,68335097772.662544
453,FRONT,0.9023522623580857,66799625.84579216,74028324.22808696
81,OMG,0.7799880445874855,1019441453.6194603,1306996255.511346
405,HUNT,0.7073523727886385,64162149.67060396,90707477.8270038
429,KP3R,0.6467392495234912,54152942.68330134,83732265.70553821
221,DYDX,0.6385795699678953,395267245.1496572,618978845.767849
134,HUSD,0.633929618586924,290042353.02599627,457530843.36479205
159,REEF,0.6071669048843179,213962947.68840596,352395603.1977267
266,CLV,0.5755907426649292,116651819.60682274,202664516.5742871
94,RAY,0.5728536594881477,581477219.5716704,1015053687.6926438
145,ROSE,0.5632805168140591,230593797.27554324,409376483.638725
123,1INCH,0.5520885926267686,294164896.26991576,532821906.11893636
403,BZRX,0.5230681981026605,47878293.76529659,91533558.98708205
270,SLP,0.5153352818535896,99665079.8721538,193398518.17184404
13,BUSD,0.4989306149437404,6224287347.684271,12475256400.90481
172,ALICE,0.48530037826638855,145886792.69504634,300611331.10217136
474,DOCK,0.4833334390769522,32931845.11087294,68134837.04699731
295,AGLD,0.47100396532995237,78842721.69593523,167392904.30538848
371,LIT,0.4558611977248924,48026311.48415117,105352926.99584964
17,BCH,0.4556289804314331,5497005776.016757,12064653505.603762
311,CHR,0.4498498534484402,68468140.81183274,152202207.66322926
438,ARPA,0.44344261787024114,35963853.61000178,81101482.26782617
269,TLM,0.4287738718702284,84320024.98739038,196653832.0527853
126,SXP,0.42250247497962645,219411946.39430043,519315174.20076823
393,GHST,0.4206302438356045,39695409.05818367,94371267.02115571
153,CELR,0.418801982564075,161097333.47754684,384662299.0923869
447,DEGO,0.4184480323665029,31897112.8720148,76227178.53785321
318,MASK,0.4143012424153028,61142462.33525915,147579722.37497872
125,WAXP,0.39984480738356337,211419851.5378671,528754775.93749547
497,SOC,0.3971483751591626,23586921.31808873,59390703.307387196
450,BLZ,0.39454372150697276,29608566.10922163,75045082.44645418
80,IOST,0.37872758580920945,506056665.7953886,1336202285.6458187
340,FARM,0.3746147772267121,49706003.30090871,132685644.88802125
204,WBNB,0.36852718893742,1047267465.9768528,2841764454.3309135
116,XYO,0.35761348251495806,228439982.78807372,638790185.3742851
412,PSG,0.35677980767787976,31523414.40526428,88355376.97729053
383,UPP,0.3493279636151051,34547331.34475689,98896552.64707541
257,ACH,0.34889502105409526,86561965.15017723,248103182.6956224
299,DODO,0.34262426033561955,56477150.79316711,164836987.13525012
442,HUM,0.3173526432206753,24911342.49405278,78497353.10611656
27,TRX,0.3079708619350092,2109025881.9434805,6848134491.3355665
264,EPS,0.3078698569801001,67000606.38635055,217626392.66981336
139,ELF,0.2971545524743917,131852215.31651567,443715952.5862505
496,TRU,0.29040642204939937,17514796.80419373,60311327.416906744
82,QTUM,0.29031871496028977,372282684.8230433,1282324099.8223786
268,ATA,0.283837205299855,56265125.7822182,198230269.78714034
30,ATOM,0.28330823546782125,1751914980.7204263,6183777107.035113
494,MOC,0.28112195983621563,17110630.02619759,60865504.90814168
31,XTZ,0.2782249120416607,1525397061.9064524,5482604166.222338
413,FLM,0.2772802646444935,24401920.74186282,88004534.953647
168,ORBS,0.2744885413168826,89838704.07251526,327294915.9972445
35,EOS,0.2705619381945865,1222782994.7702384,4519419852.362309
158,CVC,0.26749505316562666,95764092.32306044,358003227.3111442
296,VRA,0.264511113409399,44268017.13378304,167357872.27687064
499,CHESS,0.26278268496814805,15681876.32371637,59676216.20738511
414,KAR,0.2551612954630518,22362374.075345,87640149.47785507
244,MBOX,0.25514401590447094,76492370.0369847,299800760.62463635
349,ABBC,0.24833534154425962,30786955.72285759,123973315.80519553
55,BTT,0.24618628724795194,640219090.621637,2600547324.4609528
246,MIR,0.24037204868058823,70074652.61768363,291525795.1260398
110,SAND,0.2377048014263519,170632198.22124878,717832358.4436126
398,MLK,0.236049656447212,22121857.86606364,93716967.0103323
436,OM,0.2315289634952401,18897997.86877381,81622608.17602773
320,QUICK,0.2290053069851257,33478899.54115545,146192679.9073262
353,MFT,0.22895313292323496,27775551.94161206,121315448.2185
89,BAT,0.227036526964374,266050493.9910127,1171840045.0723977
114,FET,0.2257918630681419,155527418.4211375,688808783.0437042
482,FCT,0.22542131409379598,14826584.88576541,65772772.842572406
489,MBL,0.22294110830417607,13905236.88010875,62371793.994747445
445,WTC,0.22267255919006396,17083106.04135095,76718505.87916191
356,STAKE,0.2174998831591886,25757192.21715039,118423935.87999608
219,C98,0.217479977654384,153625678.4585041,706389986.4043751
460,ADX,0.21484248716680746,15274754.07029426,71097455.0319494
378,TRB,0.21143127362800396,21517200.36549604,101769241.58984065
290,BAL,0.21135630025606567,37039471.43643556,175246592.56223223
46,HBAR,0.2095053575577795,768732619.2779517,3669274276.510771
261,TKO,0.2081911449969701,48642134.51402149,233641707.07034346
15,AVAX,0.20444534063912287,2504798063.549491,12251675952.69799
486,BAR,0.20380151260826235,13017967.64477995,63875716.51542388
441,RFR,0.20051367598830797,15759107.16916206,78593677.42118986
93,OKB,0.19753344197229125,216511176.66226774,1096073528.1099317
151,BAKE,0.19717200725589215,76752150.37605533,389264944.0670627
400,ANY,0.193866309018739,18003894.32947667,92867576.73679352
16,LTC,0.19274304003377343,2347352898.075214,12178664908.802406
178,COTI,0.19130040335458515,52614039.65904354,275033605.4520529
187,CSPR,0.18954558483306305,43462037.1154948,229295961.46369103
44,FTM,0.18663807935498955,755409134.300355,4047454500.769647
95,CRV,0.1856174043723991,181746748.60089713,979147129.092828
182,OXT,0.18528744127963517,48762348.52582189,263171363.310209
319,ALPACA,0.18249812248758218,26763849.38423,146652738.22776508
410,MXC,0.1817066006518298,16109570.94640144,88657048.71816507
18,ALGO,0.18069030764033644,1940485070.8841715,10739286994.55591
283,YFII,0.17946192597902397,32095088.92681261,178840657.99318334
443,AERGO,0.17790309695647988,13815073.0987051,77655045.55597848
484,FX,0.17785386702889242,11614396.84989981,65303032.44974171
316,ERN,0.17715374949771726,26331414.13028255,148635940.27752626
66,ONE,0.17527233113364804,338253087.5571475,1929871562.5526996
351,CTK,0.17316662910232156,21388033.25941655,123511287.19366989
404,BEL,0.1708874328079705,15497891.00359657,90690642.07320528
11,LUNA,0.16969927047134764,2758929399.811894,16257756395.468517
470,BURGER,0.1692895142603492,11664902.049406,68905047.66566125
220,MOVR,0.16759705494367833,110760012.94665535,660870878.5716832
363,WNXM,0.16578789298733732,18267115.38667595,110183651.27585746
242,ATLAS,0.16569860846441758,52342981.73287366,315892705.5450432
262,PLA,0.1649084175090955,38257823.29574369,231994363.1357301
92,MINA,0.16197716983253513,179603369.56258646,1108819037.5734723
170,BAND,0.16050148653001436,50362886.13752824,313784546.33882904
389,DATA,0.1581336510174872,15087522.34918513,95409941.2244436
317,IRIS,0.15745542909022564,23314336.39556988,148069434.8253322
146,XVS,0.15714169155815896,63088335.92642926,401474206.5003159
149,WIN,0.15702917626963633,62374034.37071265,397213026.60092664
427,FXS,0.15515458558983128,13011740.07834322,83863071.32901137
181,WOO,0.1543794748045395,41243805.0702635,267158604.61685368
275,TOMO,0.1538223422906096,28692101.7629317,186527531.27842125
107,ONT,0.15015018834947416,130481561.64922884,869006979.5019727
87,ICX,0.14971810549809486,176135572.37108657,1176448044.043196
409,AKRO,0.14946740697472008,13364358.62263299,89413196.4495333
369,BTM,0.14925389140224363,15916778.96754189,106642304.71985285
343,MOF,0.14799245505377703,18973634.57281361,128206769.49996561
338,POLS,0.14751261625930295,19929815.74072694,135105838.71479574
454,BEAM,0.1474819413448252,10894410.57453728,73869454.62743285
354,SFP,0.14648016511200035,17651182.71701096,120502203.85479952
78,SUSHI,0.143905225215313,197481901.0803586,1372305284.848993
22,FTT,0.14111979058983679,1256635721.7961652,8904744802.580978
468,AUTO,0.13987256400745884,9680807.95651432,69211628.63646427
198,MLN,0.13937647808623005,27068599.68806657,194212108.5260861
61,DASH,0.1392376200214046,282940699.09272236,2032070779.7880104
365,LOOM,0.13762694343606022,14857248.67857787,107953052.70643
277,LINA,0.1370416546028772,25464094.08123317,185812803.81518796
380,GAS,0.136882945788811,13773331.00495433,100621234.62921691
315,RAMP,0.13653444489086633,20311113.94609745,148761830.48411244
342,GTC,0.13540224457758956,17454479.51074501,128908346.86823133
186,PHA,0.13534825198929176,31067789.58336496,229539644.04226607
238,KNC,0.13514898044649976,44000170.95298376,325567908.89296955
361,BOND,0.13486550963634417,15539888.97038107,115225078.7638985
86,YFI,0.13247596030938394,163576154.99770334,1234761043.5560393
473,TORN,0.1315951805715981,8968526.27890127,68152391.5993389
23,FIL,0.1314904523754701,1134745644.5044065,8629871021.084845
259,KEEP,0.12860686736106736,30541580.62315707,237480169.21530893
457,API3,0.12817422920124483,9175440.88092118,71585691.89844652
70,ZEC,0.127397233610575,210762982.63482314,1654376446.501803
397,TT,0.12585991277522643,11756221.63836735,93407196.77251658
43,NEAR,0.12360106197621656,503057191.7430282,4070007034.7278
163,OGN,0.12356015574103539,41993899.89268033,339866032.38582516
230,TWT,0.1234480523221651,50358245.67890353,407930661.77733207
152,STRAX,0.12337471121557471,47749982.11710527,387032169.28849316
335,TVK,0.12188290465401522,16625651.05460413,136406751.2322486
155,INJ,0.12017650576777111,45705510.0526177,380319845.0530668
477,STRONG,0.11961137831821672,7984082.18723884,66750189.65167189
289,POWR,0.1176654228666178,20673117.18981404,175694071.25871208
448,HARD,0.11688827709810058,8843126.32326467,75654518.50952442
267,RAD,0.11653198868344139,23302613.88401515,199967529.4936963
458,AQT,0.11606408592917507,8304359.39117558,71549776.3558237
495,CQT,0.1158379497404233,7022210.40724704,60620983.21821851
373,EURS,0.1149086908365365,12011236.46982178,104528529.41217805
192,MTL,0.11350046417364605,24533322.84486694,216151740.20198756
26,ETC,0.11298633922310565,844851872.086062,7477469204.642487
33,EGLD,0.11130737331979636,509073008.6931325,4573578492.689058
63,CHZ,0.11055324363428665,219526259.31932127,1985706181.9508483
433,EDEN,0.11016066942359597,9070011.52336647,82334390.03978774
180,CTSI,0.10914826299088488,29402481.96159767,269381125.7816637
73,CELO,0.10912459573891899,169852474.93140206,1556500381.8000367
131,NMR,0.1087424857916559,52328869.36483774,481218255.99146897
197,AVA,0.10867671914511967,22006154.98377737,202491896.67192486
185,FUN,0.10859330443309276,25441883.33878843,234285930.16491047
21,MATIC,0.10849969934222782,968646538.088631,8927642601.417202
415,DAO,0.10790655849546724,9455192.2222292,87623888.24240352
120,KAVA,0.10674752167341586,62363889.15095041,584218613.9154307
177,REP,0.1049937975797501,29990971.09478641,285645169.3920889
6,SOL,0.10484941978850175,5625644806.548416,53654515379.25772
286,UTK,0.1031606045826519,18184935.37365794,176277906.1563975
47,NEO,0.10299079941532671,359300814.3659267,3488669050.1060123
119,LRC,0.1025672693889068,61127163.84718996,595971445.9728143
252,ORN,0.1015045287936016,26700426.76190222,263046654.95462403
350,FORTH,0.10125062613322122,12533686.19679565,123788727.7882545
132,DENT,0.10113935347181201,48510471.70497654,479639922.9356021
50,WAVES,0.10086321862840042,330563118.79524404,3277340573.604957
310,KMD,0.10019794132785201,15288228.73032515,152580267.8949401
235,XCH,0.10007229289369828,33880212.75749277,338557374.65196294
379,SDAO,0.09973515753247902,10114851.2159394,101417107.72999454
300,SCRT,0.09907461656955122,16217476.55782553,163689521.2856133
14,LINK,0.09800928418959436,1211424859.597795,12360307185.33104
