Rank,Symbol,Ratio,Volume,Market Cap
360,QC,5.616737154285391,11124.158234412673,1980.5374417290109
408,NFT,1.2871596340597193,2086.9231155563057,1621.3397781704211
416,WICC,1.0866975157356182,1664.133747056431,1531.367950105167
3,USDT,0.9616903667995688,1677065.2120186277,1743872.3209839058
431,PERL,0.9407931349958866,1344.7066815527746,1429.333008003565
148,SXP,0.9290695325396289,5586.999766917818,6013.54319697219
97,HUSD,0.785932401929588,14465.534854062207,18405.571291560238
193,JST,0.7205568990212992,2640.929691935748,3665.1230395861962
373,HARD,0.7198995378718841,1365.421937813361,1896.6840037843674
348,TRB,0.6946987342773369,1465.6388254777046,2109.747366968131
457,NULS,0.6744813341131201,873.8124000959455,1295.5323682084206
403,WTC,0.6489987408599678,1085.1790956450884,1672.0819738527562
371,YFII,0.5052534758827814,968.0702117411322,1916.0090092397982
372,DOCK,0.4752263298326097,907.4550112129019,1909.5217462646426
14,BUSD,0.4219743679321742,110543.72794462605,261967.87375102896
87,OKB,0.41952068813564136,8914.088756468567,21248.269772065265
392,DVI,0.4158260830136539,706.4243761840179,1698.845755572341
226,MIR,0.39687622328808353,3984.2377178634288,10038.993227798785
443,DOGGY,0.390195606586847,531.0944509785028,1361.0979775608916
191,DATA,0.35015113224652333,1294.942531236264,3698.2388802460355
172,MLN,0.31229704113474827,1390.8738917454336,4453.688983704802
22,ETC,0.30705628989890776,52301.33521868685,170331.42436491378
419,VRA,0.29803081617042554,449.70647991941775,1508.9261093801058
442,KEY,0.29316129597461305,399.0639837564514,1361.2437563757026
139,ZKS,0.29213934181398465,2007.6144507777515,6872.11259637899
486,GHST,0.29142010642738675,309.6590628016617,1062.586472147966
269,GTC,0.280017582886328,887.8951516236715,3170.8549958597027
84,QTUM,0.2770661617963425,6042.633555723598,21809.35238192398
194,UTK,0.2761775417483209,973.7118209124744,3525.673430027894
188,BAL,0.2748829940760019,1064.2758291493371,3871.7412575005546
289,QUICK,0.2642129799323324,756.0532456286062,2861.5295350827923
309,ALICE,0.2616299723056181,665.120685608579,2542.2189963450783
115,IOST,0.26042824752278526,3035.146903189845,11654.445829361484
409,BEAM,0.2602091676390046,406.5921362949615,1562.5588444256432
488,AERGO,0.2575184677410545,272.4351938682384,1057.9248791670477
421,MASK,0.25537639668498385,382.8295521193038,1499.079621643883
99,OMG,0.2541284244296281,4637.830153000993,18249.94651192699
485,TNC,0.24187960498374061,257.84243187418605,1065.9949270692684
184,DODO,0.24119825576354875,960.5264318297335,3982.310853737499
27,EOS,0.24066465374767013,29690.24586638361,123367.70441376476
34,BSV,0.23582736463657222,19449.373910168277,82472.93073957397
55,DASH,0.22800283770737287,10310.77331849822,45222.12715497621
466,HMR,0.21847091096817375,268.4584802269789,1228.8065218260897
162,SRM,0.21811718807272143,1177.7532059878972,5399.63501452819
53,CHZ,0.21682206810986523,10553.226493414862,48672.28961245527
93,CRV,0.216137665036414,4209.127590809105,19474.290101634844
134,OGN,0.21581943146363936,1591.105989814039,7372.394501382532
121,WOO,0.21247582663439332,2049.8751420726107,9647.568735429966
33,SHIB,0.21229945780210385,17597.14900032181,82888.3369863577
347,CHR,0.21026661286089077,444.7881754065541,2115.353309566171
56,ZEC,0.2068672377652816,9237.330139754486,44653.422356977884
346,MXC,0.20565976064197175,436.975310467255,2124.7487068118057
12,LTC,0.2022952166543879,59868.85806349079,295947.96680622455
468,OM,0.2014907520847351,245.35535280084613,1217.700317569236
78,BAT,0.2013662392309474,5206.010662706786,25853.443370594017
375,BZRX,0.19920137097477286,375.83262476253117,1886.6969786574768
302,WNXM,0.19805017910260514,530.7909552446016,2680.0831872492845
452,AE,0.1963704730257391,258.07328628331754,1314.2163498760367
255,ATA,0.1961387572986985,700.4344861720084,3571.1171816252563
353,FLM,0.1950348586010716,398.3653070345219,2042.5338828755052
325,MFT,0.1947036254493886,451.10857799644253,2316.898706715166
71,SUSHI,0.19276067399196248,5400.48454830545,28016.5265894984
131,XVS,0.19118930645290558,1472.5669714120595,7702.14087143408
197,COTI,0.19087277178051848,656.0986784918895,3437.3612976413774
165,NMR,0.1902393180055956,989.1479947929456,5199.492960565866
401,DIA,0.18875317743413972,316.26802469173316,1675.563977205556
451,BEL,0.18714727694519434,246.5433635559112,1317.376173355228
423,MITH,0.18653534415089149,280.94237553873296,1506.1080076678343
25,TRX,0.1855330444295091,25870.774265547345,139440.25090030048
233,KEEP,0.1843672549568739,1269.7406825799874,6887.018428934128
120,WIN,0.17990019719887215,1800.8432337195397,10010.234906684303
317,LON,0.17883084901658503,433.85581106505776,2426.068060689134
138,REEF,0.17751237572900933,1216.189842726501,6851.296072917971
159,CTSI,0.17043244511434893,939.8285457871898,5514.375770157066
64,YFI,0.16996109493533046,6003.146388664065,35320.70907726406
285,PAXG,0.16629110911789793,495.3412876956476,2978.759900774118
177,CVC,0.16629006842657326,714.7821013013265,4298.40523889702
276,BTM,0.16570617990172634,510.0142075362435,3077.822491826873
262,TLM,0.16100341161725631,531.7540692355097,3302.7503199722037
154,FET,0.15854564031992918,895.4406736705804,5647.841667949185
17,MATIC,0.15745299335324706,38544.61956730486,244800.80528434092
447,CTXC,0.1551312979274851,209.29449926261057,1349.1442543105882
11,BCH,0.1540376147826663,46150.68406748352,299606.5872131176
400,MOF,0.1529280559549978,256.69812543217387,1678.5548199717684
144,BAND,0.1480515214394794,931.5055485720874,6291.766133270497
386,AKRO,0.14738414769472308,265.22001659136424,1799.5152174758625
129,KAVA,0.14646393291075357,1129.5996992922594,7712.476900238438
427,BLZ,0.14043662974438523,205.4608411542488,1463.0146104204932
462,ARPA,0.1400721171504313,175.6348699288881,1253.8888788284962
105,1INCH,0.1397779379252159,2124.0262473454895,15195.71885859332
90,ONT,0.1389999584950212,2895.2580419011238,20829.200765587484
112,FLOW,0.13860888508885394,1627.5488168852892,11742.023722663696
145,ABBC,0.13700975094045212,858.3261394949367,6264.708413841193
456,GXC,0.13112380507800434,171.05959285771112,1304.5655039979154
161,CELR,0.13081649865728393,716.225178638474,5475.037063290138
391,LTO,0.13044944865772004,223.92120583868945,1716.5362379278843
426,SLP,0.12855825955957842,188.15618043688366,1463.586867786472
52,HBAR,0.12800741187923614,6232.209469672138,48686.31728568722
323,TWT,0.1270111960748841,297.4051414740572,2341.5663395430993
163,NU,0.12643797307142027,671.630937837566,5311.940088269098
86,GRT,0.1258727092298149,2705.887706483889,21497.01649420729
15,LINK,0.12272012016822881,31762.632807705995,258821.72185102757
132,SKL,0.12209449439222217,915.9765123651516,7502.193419325076
430,SUPER,0.12125467619688471,174.67825993307778,1440.5898841331914
127,RLC,0.12036038838375573,986.035881073818,8192.362074555227
167,SAND,0.11910761696226972,586.8122192447474,4926.739651173062
405,BURGER,0.11885475794545766,197.7656078765482,1663.9267227930634
181,BTS,0.11821047902407122,477.22944632881854,4037.1162545719844
464,DUSK,0.11549132343368489,142.86705792762703,1237.037152922239
268,KMD,0.11472887542910769,366.44571662084144,3194.014717308656
174,PHA,0.11462107765239783,497.6206545935203,4341.44107511024
483,TORN,0.1131295899681174,121.18270787247613,1071.1848943024393
243,KSP,0.11068056834387985,590.9486340227365,5339.226594741402
119,KNC,0.10898050675233792,1123.0842883002324,10305.368563320057
432,DEGO,0.10891866859783379,154.99797939196603,1423.0616421164063
42,KSM,0.10689837271344203,7831.486198650526,73261.04223909994
265,LINA,0.10647039115645239,344.2350046100285,3233.1524367576903
254,NWC,0.10632879560501947,409.9279874913736,3855.2866620829295
49,BTT,0.10524015892857269,5877.686574658426,55850.22518492829
415,LOOM,0.10379507324827222,160.6497990534311,1547.7593880507743
495,HC,0.103087982157957,106.93329105359685,1037.301233520585
277,FORTH,0.102959015626554,315.6101378151643,3065.395836338647
85,FTM,0.10181289775782015,2215.6614395548104,21762.08995470446
482,RARI,0.10161806568055871,109.17752798207972,1074.3909289248286
239,RAY,0.10072492628018953,554.8593140760248,5508.659420931777
149,INJ,0.09951616197909444,589.0759668344385,5919.399976037932
203,WBNB,0.09899778319609771,6626.069033808443,66931.48896761992
287,ELF,0.09828398757488416,286.99068571815326,2920.014671764212
437,BAR,0.09821173559793939,135.60622074665068,1380.7537349894453
169,ANT,0.09762279668378107,449.67901975114484,4606.29110235124
24,FIL,0.09745303135257723,14330.150715980379,147046.74156450861
445,BOR,0.09619916038975129,130.6079686275354,1357.6830410824448
351,EPS,0.09498667375282206,196.02532764258717,2063.713991635203
232,AXS,0.09433240744905273,692.7348407769183,7343.55095464994
390,MX,0.09323885553447532,161.57749181266846,1732.9416034383298
113,REN,0.09317073968680029,1090.1056576162375,11700.085899078413
72,MDX,0.092206635239061,2492.8192538210537,27035.13957925052
2,ETH,0.09133668705748958,665772.9784492061,7289217.5082960045
20,VET,0.09045669118544873,16361.309675384031,180874.50978989585
280,BIFI,0.08789361398991709,267.19283022562837,3039.9572630644134
65,HOT,0.08775077739016918,3023.401950091884,34454.417841209906
30,NEO,0.08750880607424975,7899.599524674712,90272.05236890141
40,ATOM,0.08746747902641265,6478.65114847333,74069.25660355393
173,ALPHA,0.08732627922479627,387.44194812706826,4436.716548173442
399,WOZX,0.08700423401132107,146.14610199815718,1679.7585043865856
318,POLS,0.0857953819909513,208.39323432064742,2428.9563084249257
377,APL,0.08569779285818052,159.90174495807545,1865.8793841131182
381,FIO,0.0854717785728544,154.78175070118547,1810.910610327977
441,TT,0.08404650799528493,114.57518155361893,1363.235478623891
227,MINA,0.08390472032340184,789.0398308814206,9403.99810451844
260,MTL,0.08389364472010165,279.05511556782517,3326.296246859342
88,BNT,0.0828987423298873,1745.891422099194,21060.529665837304
463,STPT,0.08286224761069316,103.26653741989215,1246.2434992719877
252,PERP,0.08259465305905461,336.9919573650674,4080.0698941627666
164,REP,0.08223483508012797,432.19858320199387,5255.66303842974
117,RSR,0.0821410650046097,871.8470478520378,10614.021717433421
54,WAVES,0.08210155543863816,3957.9535235858675,48208.021181084696
8,USDC,0.08203205688197379,55324.413194660345,674424.3079782833
396,POND,0.0819001306878922,138.33542264022697,1689.0745042569015
69,ENJ,0.08042554510515622,2404.370132527728,29895.602564881836
31,TFUEL,0.07821541767915367,7050.876959769485,90146.89391154038
48,HT,0.07792806128537018,4597.538274337345,58997.21099824748
100,ICX,0.07784153444926303,1404.2469890105838,18039.81639038564
270,BADGER,0.07628860247096361,240.4679732676556,3152.082558586398
83,PAX,0.07608089912852824,1678.2439517858877,22058.676632497794
91,BAKE,0.07596490584025443,1576.6398160107165,20754.844603193622
60,COMP,0.07538559987130003,3153.6105159478084,41833.062565419954
358,LIT,0.07412842243243307,148.07878996775594,1997.598021227654
133,VTHO,0.07301457534453158,541.6765282590471,7418.7451711258345
7,XRP,0.07298922369085514,74471.56134314433,1020308.9932640963
18,XLM,0.07267227529378505,14141.229269328087,194589.05355805543
275,AUDIO,0.07203947609273222,222.82225080041678,3093.057624594475
9,DOT,0.0716967079408612,40362.4338321349,562960.7689299727
137,OCEAN,0.07148907390361278,504.85115961667486,7061.934531385245
178,TOMO,0.07133226795637711,304.8348576760875,4273.449680059349
23,DAI,0.07079082024776574,10393.260255692456,146816.49710112636
28,AAVE,0.07051459088471314,6728.244352653802,95416.34246526443
94,ZRX,0.07031315317099651,1348.182320976337,19173.97044757266
96,SC,0.06934464363816668,1290.7818800346845,18614.00985445759
125,DENT,0.06929744279312594,588.9514351114733,8498.891320848208
67,ZIL,0.06922879600974806,2162.19937700693,31232.658974777954
480,MBL,0.06857333474764254,74.64981833226427,1088.6129223113307
470,AUCTION,0.0684218223464202,79.83748820740502,1166.8424702748666
244,SUSD,0.06818582846124494,355.6108747441633,5215.319411221693
378,CRU,0.06780039827195589,126.56041474319768,1866.6618186451947
51,RUNE,0.066795763598009,3508.790556865045,52530.13616225255
492,ELON,0.06615420523145978,70.46418506162058,1065.150504266223
66,NEAR,0.06544581356209773,2166.4361159163814,33102.74558449451
330,IRIS,0.06541857749909136,147.56075848895892,2255.63997460826
123,LRC,0.06506536648231809,601.1932091814374,9239.83436479706
141,STORJ,0.06426402974614075,435.76544873255386,6780.860933463684
26,XMR,0.06343185521104766,8769.065648118552,138243.87792131424
368,GAS,0.06300037402074159,121.47927267976287,1928.2309758949734
111,WRX,0.061932971451939225,740.3491337221872,11954.03863831574
158,NKN,0.059651163336332184,330.7211874469636,5544.253773933169
61,TUSD,0.059400004640828834,2358.285129002139,39701.766746684094
283,SFP,0.059353190877825104,176.88255292684815,2980.1692261322564
460,COS,0.0586501578778393,74.07295368334074,1262.9625624815048
118,RENBTC,0.05781954334153044,610.708295706032,10562.316137619413
352,PNK,0.05737331392406315,117.40660559978832,2046.362630458869
46,LUNA,0.056674607443281504,3866.8846434035636,68229.5796626989
1,BTC,0.05570824628029088,1043887.5802170736,18738475
168,STMX,0.05565439436527924,262.39569675537155,4714.734564052155
440,VSYS,0.054999921138557374,75.13904681196753,1366.166446360443
146,SNT,0.05368176027105326,324.65553292693414,6047.781057991828
389,AUTO,0.05241361892898987,91.90083897830384,1753.3770965674278
74,SNX,0.05215139872528347,1402.2675041376167,26888.396829475347
361,ADX,0.05190069990977642,102.61139657255208,1977.0715375887137
420,CTK,0.050987020679055424,76.5287675270569,1500.9460546592318
44,KLAY,0.050962955516495816,3640.375132864712,71431.78993389398
487,PDEX,0.05060504802923839,53.5253643177669,1057.7080034948533
343,DNT,0.050595446850267484,107.97358719790773,2134.0573889473794
142,PROM,0.05031490100048083,329.4205571387066,6547.1768917036825
92,DGB,0.05029885471841407,1026.1213013937531,20400.490371763815
122,LSK,0.04996070601103208,476.04783643468187,9528.444940901421
82,NANO,0.04973949190583741,1109.668779255199,22309.612276617743
5,ADA,0.04973168838310888,63223.08853816871,1271283.7748666124
246,TKO,0.049584566296096304,253.93010266822589,5121.152036540397
110,CKB,0.04920435412385341,593.6314972843022,12064.613139521325
356,RAMP,0.04911732749942647,98.43889970685613,2004.1583025461957
402,JGN,0.04908269998282901,82.21660028920924,1675.0627067779833
180,CSPR,0.04863502897996476,197.6681934278451,4064.317377281191
102,RVN,0.04851744355467402,824.7919325115331,16999.905025541586
434,HAI,0.04851647831414691,68.45207089679994,1410.9035378365459
103,CELO,0.04764574676174955,794.9581747380263,16684.766821122135
200,MONA,0.04688341069037848,156.41896223935728,3336.3392282263703
80,ZEN,0.04630710553857665,1184.0156768221987,25568.76883258966
106,ANKR,0.04626117222809678,664.5167684604013,14364.460225605917
153,GUSD,0.04608094089751776,262.2579001577408,5691.244472221005
313,CREAM,0.045967616376586945,114.14675890494486,2483.1994326136987
35,CAKE,0.04547328850235862,3633.849684637792,79911.7416909338
13,SOL,0.04539357390172559,12535.503162288718,276151.49204659107
404,BASID,0.044980775240335016,75.09333561842665,1669.4540104566538
221,ORC,0.04390742168504197,551.161079383126,12552.799919264928
6,DOGE,0.043849899074822334,46466.5851346572,1059673.7076947417
382,ELA,0.04301858059030804,78.34619782466552,1821.2176401356369
39,XTZ,0.0426190177435242,3182.8215237502936,74680.78084070605
363,BELT,0.04250577136175583,83.60144411703402,1966.825714219449
104,AR,0.042294160841258956,659.8636445502568,15601.767038880322
296,DAO,0.041850235221748265,115.36850689737969,2756.699126924531
116,USDN,0.04184536727381991,450.17335912667005,10758.021459840693
175,ARDR,0.04179271453727538,180.53483653261307,4319.768134984199
237,ORN,0.04156199932524803,242.16846056112712,5826.679767400287
89,ONE,0.041497925125973244,871.518844122833,21001.504086703262
63,XEM,0.04126266937176431,1567.2299509796298,37981.787771880605
16,THETA,0.041242048697834696,10367.334858931574,251377.7852038636
331,AION,0.04101844812856263,92.06309428465104,2244.431432317991
70,MANA,0.04099347981742078,1166.5236613781276,28456.321994952872
32,ALGO,0.04078828412022222,3419.8684621556035,83844.38168753669
157,OXT,0.04054488392335787,226.20094199781533,5579.025517138086
450,LDO,0.03919791200910933,51.68123587981494,1318.4691028390637
291,ROSE,0.03911157420791954,110.33113529779077,2820.9331261192315
428,PAID,0.03904057832321542,56.92840806965065,1458.1855729272909
342,POWR,0.03842175513633703,82.4142148331079,2144.988289594439
187,AVA,0.03783928172489873,147.17697795064637,3889.528850485607
41,MKR,0.03767913432114834,2792.030753820807,74100.18314177965
461,RGT,0.03622594679009809,45.605440627674824,1258.9164581929022
152,ONG,0.03620331400581623,206.75837782487383,5711.034569698706
160,IOTX,0.035422784778819626,195.03128894083557,5505.814694090646
297,ERN,0.03525508422188719,96.69837366530106,2742.8206682674277
491,ID,0.03501515309879502,35.9123211336196,1025.6222793683987
439,PIVX,0.03403726692265792,46.89652284039484,1377.7993088269016
114,XVG,0.034034191757929336,396.9488382500576,11663.236814124602
196,HIVE,0.03379108375826665,117.77704419565605,3485.4473753551356
489,HPT,0.033455067481455825,35.305643693832074,1055.3152736398463
29,AMP,0.032536484002675094,3052.7887600965514,93826.63350611443
21,ICP,0.03211838962941895,5649.138587790802,175884.86387301478
128,GT,0.032043482434744065,261.60858811948793,8164.174685203108
98,KCS,0.03153147269479207,578.4016304823554,18343.628795298475
433,CUSD,0.031439001608300425,44.34650764475124,1410.5571225596113
312,PPT,0.03101089270198265,77.57898212973863,2501.66878055654
412,BOA,0.030971231792591047,48.13320249592151,1554.126190984627
319,SWAP,0.03078682018102203,73.99431662951193,2403.441349071976
4,BNB,0.030504206109773887,44428.44877924853,1456469.5969915166
266,IQ,0.030394285579457912,98.21041948244068,3231.213289277526
334,RNDR,0.030246952427533724,67.15426146865823,2220.19926237355
349,REQ,0.03016655235658637,62.467361054296724,2070.7490970759873
453,GRS,0.029416869347902275,38.36707500437979,1304.254186624239
284,EXRD,0.029242454668682694,87.0883323050206,2978.1471251894645
295,CENNZ,0.028997637004074504,80.11991566476371,2762.9808474913293
189,STEEM,0.028703080434489346,109.38998601664647,3811.0887180319683
481,SUKU,0.02858829449446287,30.7422353857167,1075.343455401686
306,QKC,0.028411850178544855,74.0237065701991,2605.381420253227
261,RIF,0.027871880207145653,92.28764983581277,3311.138292426807
10,UNI,0.027685653340325096,9176.869376306975,331466.5998125662
279,RLY,0.027674899868700243,84.18155504470619,3041.801612439214
473,CET,0.027380175732665515,30.701195239545875,1121.292848493966
455,DG,0.027357104195283928,35.67207187659232,1303.9418069234755
47,AVAX,0.027184356744171207,1801.9658206156419,66286.8662876128
337,FIRO,0.026877285606158992,58.84395943630415,2189.3564811031333
385,STAKE,0.02623417591044035,47.449338482183016,1808.684162375374
264,FRAX,0.02621683127446345,85.9720613241533,3279.269734168619
328,SERO,0.026190227550587995,59.660218639308525,2277.957246613121
436,ALBT,0.02609992698985015,36.15038289846079,1385.076016209513
109,BCD,0.025829348956250716,336.556856286566,13030.017011137987
170,ZB,0.02555096456156359,116.41553141970708,4556.208871849456
50,UST,0.024893452773700923,1323.8617952534375,53181.123859686195
247,TRIBE,0.024372422844339815,117.9359509313679,4838.909602241577
476,PLTC,0.02398485637710007,26.577714980833036,1108.103987072799
410,STC,0.023865567108558323,37.14223469668845,1556.3105845227972
62,EGLD,0.02364108390432263,935.8756081170054,39586.83163194079
305,XOR,0.023456729512105503,61.809416686020384,2635.0398359720994
249,DRS,0.02343984351136747,109.0071086703939,4650.504966789963
95,UMA,0.023430923775511526,438.0134254292342,18693.818034055374
229,PUNDIX,0.02289281212504913,184.35935897678834,8053.154761841767
288,KAI,0.022526569073464883,65.70926972450464,2916.96749337238
311,TROY,0.022523953796444656,56.553392804887295,2510.8110821029163
57,DCR,0.021640812071417145,953.2023401247981,44046.514381212764
425,HEGIC,0.021421139214347896,31.492934314087957,1470.1801803796675
267,WAN,0.02137469961562784,68.70527015125433,3214.3268156630065
303,VAI,0.02108490350252796,56.48722863107521,2679.036620883881
19,WBTC,0.02087479741275709,3992.060397316286,191238.28214383734
147,BTCST,0.02085284285062598,125.39398189429161,6013.279953842237
183,AMPL,0.020826389460763883,83.04640259036694,3987.556400345973
209,HBTC,0.02017413056328622,764.0727445419018,37873.88716182869
